Input.Code;Input;Output.Code;Output;ARM;AFG;ALB;DZA;ASM;AND;AGO;ATG;ARG;AUS;AUT;BHS;BHR;BRB;BLX;BGD;BMU;BTN;BOL;BWA;BRA;ABW;BLZ;IOT;SLB;BRN;BGR;MMR;BDI;ATA;BVT;CMR;CAN;CTE;CPV;CYM;CAF;LKA;TCD;CHL;CHN;CXR;CCK;COL;COM;COG;COK;CRI;CUB;CYP;CSK;AZE;BEN;DNK;DMA;DOM;BLR;ECU;EGY;SLV;GNQ;ETH;EST;FRO;FLK;FJI;FIN;FRA;GUF;PYF;ATF;DJI;GEO;GAB;GMB;DEU;BIH;GHA;GIB;KIR;GRC;GRL;GRD;GLP;GUM;GTM;GIN;GUY;HMD;HTI;VAT;HND;HKG;HUN;HRV;ISL;IND;IDN;IRN;IRQ;IRL;ISR;ITA;CIV;KAZ;JAM;JPN;JTN;JOR;KGZ;KEN;KHM;PRK;KOR;KWT;LVA;LAO;LBN;LSO;LBR;LBY;LIE;LTU;MHL;MAC;MDG;MWI;MYS;MDV;MLI;MLT;MTQ;MRT;MUS;MEX;MID;MCO;MNG;MSR;MAR;MOZ;FSM;MDA;NAM;NRU;NPL;NLD;ANT;NTZ;NCL;MKD;VUT;NZL;NIC;NER;NGA;NIU;NFK;NOR;MNP;PCI;PAK;PAN;CZE;PNG;PRY;PER;PHL;PCN;POL;PRT;GNB;TLS;PRI;ERI;QAT;PLW;ZWE;REU;ROU;RWA;RUS;SCG;SHN;KNA;LCA;SPM;VCT;SMR;STP;SAU;SEN;SYC;SLE;SVN;SVK;SGP;SOM;ZAF;ESP;ESH;SDN;SSD;SUR;TJK;SWZ;SWE;CHE;SYR;TKM;TWN;TZA;THA;TGO;TKL;TON;TTO;OMN;TUN;TUR;TCA;ARE;UGA;TUV;SUN;GBR;UKR;USA;UMI;BFA;URY;UZB;VEN;VNM;ETH;VGB;VIR;WAK;WLF;WSM;YUG;YEM;COD;ZMB;UXY;BEL;LUX;AIA;SJM;MYT;SGS;SRB;MNE;PSE;CHN;ROW
2532;Cassava and products;2543;Sweeteners, Other;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25
2532;Cassava and products;2659;Alcohol, Non-Food;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09
2533;Sweet potatoes;2543;Sweeteners, Other;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
2533;Sweet potatoes;2658;Beverages, Alcoholic;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889
2536;Sugar cane;2658;Beverages, Alcoholic;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19
2536;Sugar cane;2659;Alcohol, Non-Food;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075
2537;Sugar beet;2658;Beverages, Alcoholic;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155;0.155
2537;Sugar beet;2659;Alcohol, Non-Food;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065;0.065
2541;Sugar non-centrifugal;2658;Beverages, Alcoholic;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2543;Sweeteners, Other;2658;Beverages, Alcoholic;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
2544;Molasses;2658;Beverages, Alcoholic;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525;0.525
