From.Country.Code;From.Country;From.ISO;Com.Code;value
123;Liberia;LBR;Palmkernel Oil;0
124;Libya;LBY;Palmkernel Oil;0
189;Saint Lucia;LCA;Palmkernel Oil;0
38;Sri Lanka;LKA;Palmkernel Oil;0
122;Lesotho;LSO;Palmkernel Oil;0
126;Lithuania;LTU;Palmkernel Oil;0
256;Luxembourg;LUX;Palmkernel Oil;0
119;Latvia;LVA;Palmkernel Oil;0
128;China, Macao SAR;MAC;Palmkernel Oil;0
143;Morocco;MAR;Palmkernel Oil;0
146;Republic of Moldova;MDA;Palmkernel Oil;0
129;Madagascar;MDG;Palmkernel Oil;0
132;Maldives;MDV;Palmkernel Oil;0
138;Mexico;MEX;Palmkernel Oil;0.00574654264443332
154;The former Yugoslav Republic of Macedonia;MKD;Palmkernel Oil;0
133;Mali;MLI;Palmkernel Oil;0
134;Malta;MLT;Palmkernel Oil;0
28;Myanmar;MMR;Palmkernel Oil;0
273;Montenegro;MNE;Palmkernel Oil;0
141;Mongolia;MNG;Palmkernel Oil;0
144;Mozambique;MOZ;Palmkernel Oil;0
136;Mauritania;MRT;Palmkernel Oil;0
137;Mauritius;MUS;Palmkernel Oil;0
130;Malawi;MWI;Palmkernel Oil;0
131;Malaysia;MYS;Palmkernel Oil;43751.5200494975
147;Namibia;NAM;Palmkernel Oil;0
153;New Caledonia;NCL;Palmkernel Oil;0
158;Niger;NER;Palmkernel Oil;0
159;Nigeria;NGA;Palmkernel Oil;685.26180808747
157;Nicaragua;NIC;Palmkernel Oil;0
150;Netherlands;NLD;Palmkernel Oil;0
162;Norway;NOR;Palmkernel Oil;0
149;Nepal;NPL;Palmkernel Oil;0
156;New Zealand;NZL;Palmkernel Oil;0
221;Oman;OMN;Palmkernel Oil;0
165;Pakistan;PAK;Palmkernel Oil;0
166;Panama;PAN;Palmkernel Oil;0
170;Peru;PER;Palmkernel Oil;0
171;Philippines;PHL;Palmkernel Oil;6.02001260348916
168;Papua New Guinea;PNG;Palmkernel Oil;23396.6014024849
173;Poland;POL;Palmkernel Oil;0
177;Puerto Rico;PRI;Palmkernel Oil;0
116;Democratic People's Republic of Korea;PRK;Palmkernel Oil;0
174;Portugal;PRT;Palmkernel Oil;0
169;Paraguay;PRY;Palmkernel Oil;0
70;French Polynesia;PYF;Palmkernel Oil;0
179;Qatar;QAT;Palmkernel Oil;0
183;Romania;ROU;Palmkernel Oil;0
999;RoW;ROW;Palmkernel Oil;0
185;Russian Federation;RUS;Palmkernel Oil;0
184;Rwanda;RWA;Palmkernel Oil;0
194;Saudi Arabia;SAU;Palmkernel Oil;0
186;Serbia and Montenegro;SCG;Palmkernel Oil;0
276;Sudan;SDN;Palmkernel Oil;0
195;Senegal;SEN;Palmkernel Oil;0
200;Singapore;SGP;Palmkernel Oil;0
25;Solomon Islands;SLB;Palmkernel Oil;86.2546788578534
197;Sierra Leone;SLE;Palmkernel Oil;0
60;El Salvador;SLV;Palmkernel Oil;0
201;Somalia;SOM;Palmkernel Oil;0
272;Serbia;SRB;Palmkernel Oil;0
277;South Sudan;SSD;Palmkernel Oil;0
193;Sao Tome and Principe;STP;Palmkernel Oil;0
228;USSR;SUN;Palmkernel Oil;0
207;Suriname;SUR;Palmkernel Oil;0
199;Slovakia;SVK;Palmkernel Oil;0
198;Slovenia;SVN;Palmkernel Oil;0
210;Sweden;SWE;Palmkernel Oil;0
209;Swaziland;SWZ;Palmkernel Oil;0
212;Syrian Arab Republic;SYR;Palmkernel Oil;0
39;Chad;TCD;Palmkernel Oil;0
217;Togo;TGO;Palmkernel Oil;0
216;Thailand;THA;Palmkernel Oil;9097.29623354827
208;Tajikistan;TJK;Palmkernel Oil;0
213;Turkmenistan;TKM;Palmkernel Oil;0
176;Timor-Leste;TLS;Palmkernel Oil;0
220;Trinidad and Tobago;TTO;Palmkernel Oil;0
222;Tunisia;TUN;Palmkernel Oil;0
223;Turkey;TUR;Palmkernel Oil;0
214;China, Taiwan Province of;TWN;Palmkernel Oil;0
215;United Republic of Tanzania;TZA;Palmkernel Oil;0
226;Uganda;UGA;Palmkernel Oil;0
230;Ukraine;UKR;Palmkernel Oil;0
234;Uruguay;URY;Palmkernel Oil;0
231;United States of America;USA;Palmkernel Oil;0
235;Uzbekistan;UZB;Palmkernel Oil;0
191;Saint Vincent and the Grenadines;VCT;Palmkernel Oil;0
236;Venezuela (Bolivarian Republic of);VEN;Palmkernel Oil;0
237;Viet Nam;VNM;Palmkernel Oil;0
155;Vanuatu;VUT;Palmkernel Oil;0
244;Samoa;WSM;Palmkernel Oil;0
249;Yemen;YEM;Palmkernel Oil;0
248;Yugoslav SFR;YUG;Palmkernel Oil;0
202;South Africa;ZAF;Palmkernel Oil;0
251;Zambia;ZMB;Palmkernel Oil;0
181;Zimbabwe;ZWE;Palmkernel Oil;0
2;Afghanistan;AFG;Palm Oil;0
7;Angola;AGO;Palm Oil;464.790373647803
3;Albania;ALB;Palm Oil;0
151;Netherlands Antilles;ANT;Palm Oil;0
225;United Arab Emirates;ARE;Palm Oil;0
9;Argentina;ARG;Palm Oil;0
1;Armenia;ARM;Palm Oil;0
8;Antigua and Barbuda;ATG;Palm Oil;0
10;Australia;AUS;Palm Oil;0
11;Austria;AUT;Palm Oil;0
52;Azerbaijan;AZE;Palm Oil;0
29;Burundi;BDI;Palm Oil;0
255;Belgium;BEL;Palm Oil;0
53;Benin;BEN;Palm Oil;1.35030215918639
233;Burkina Faso;BFA;Palm Oil;0
16;Bangladesh;BGD;Palm Oil;0
27;Bulgaria;BGR;Palm Oil;0
13;Bahrain;BHR;Palm Oil;0
12;Bahamas;BHS;Palm Oil;0
80;Bosnia and Herzegovina;BIH;Palm Oil;0
57;Belarus;BLR;Palm Oil;0
15;Belgium-Luxembourg;BLX;Palm Oil;0
23;Belize;BLZ;Palm Oil;0
19;Bolivia (Plurinational State of);BOL;Palm Oil;0
21;Brazil;BRA;Palm Oil;6234.72999464999
14;Barbados;BRB;Palm Oil;0
26;Brunei Darussalam;BRN;Palm Oil;0
20;Botswana;BWA;Palm Oil;0
37;Central African Republic;CAF;Palm Oil;0
33;Canada;CAN;Palm Oil;0
211;Switzerland;CHE;Palm Oil;0
40;Chile;CHL;Palm Oil;0
41;China, mainland;CHN;Palm Oil;453.336411386483
107;Côte d'Ivoire;CIV;Palm Oil;2645.14539711424
32;Cameroon;CMR;Palm Oil;8.95549606110146
250;Democratic Republic of the Congo;COD;Palm Oil;1.61583118337316
46;Congo;COG;Palm Oil;0
44;Colombia;COL;Palm Oil;9859.78569096796
35;Cabo Verde;CPV;Palm Oil;0
48;Costa Rica;CRI;Palm Oil;2222.91368953247
51;Czechoslovakia;CSK;Palm Oil;0
49;Cuba;CUB;Palm Oil;0
50;Cyprus;CYP;Palm Oil;0
167;Czech Republic;CZE;Palm Oil;0
79;Germany;DEU;Palm Oil;0
72;Djibouti;DJI;Palm Oil;0
55;Dominica;DMA;Palm Oil;0
54;Denmark;DNK;Palm Oil;0
56;Dominican Republic;DOM;Palm Oil;0
4;Algeria;DZA;Palm Oil;0
58;Ecuador;ECU;Palm Oil;12042.8259150125
59;Egypt;EGY;Palm Oil;0
178;Eritrea;ERI;Palm Oil;0
203;Spain;ESP;Palm Oil;0
63;Estonia;EST;Palm Oil;0
238;Ethiopia;ETH;Palm Oil;0
67;Finland;FIN;Palm Oil;0
66;Fiji;FJI;Palm Oil;0
68;France;FRA;Palm Oil;0
74;Gabon;GAB;Palm Oil;104.643672623454
229;United Kingdom;GBR;Palm Oil;0
73;Georgia;GEO;Palm Oil;0
81;Ghana;GHA;Palm Oil;918.248342742933
90;Guinea;GIN;Palm Oil;270.381920316374
75;Gambia;GMB;Palm Oil;0.464262094609701
175;Guinea-Bissau;GNB;Palm Oil;0.785244885459773
84;Greece;GRC;Palm Oil;0
86;Grenada;GRD;Palm Oil;0
89;Guatemala;GTM;Palm Oil;12594.2446753041
91;Guyana;GUY;Palm Oil;0
96;China, Hong Kong SAR;HKG;Palm Oil;0
95;Honduras;HND;Palm Oil;16311.0823745654
98;Croatia;HRV;Palm Oil;0
93;Haiti;HTI;Palm Oil;0
97;Hungary;HUN;Palm Oil;0
101;Indonesia;IDN;Palm Oil;705059.399015968
100;India;IND;Palm Oil;0
104;Ireland;IRL;Palm Oil;0
102;Iran (Islamic Republic of);IRN;Palm Oil;0
103;Iraq;IRQ;Palm Oil;0
99;Iceland;ISL;Palm Oil;0
105;Israel;ISR;Palm Oil;0
106;Italy;ITA;Palm Oil;0
109;Jamaica;JAM;Palm Oil;0
112;Jordan;JOR;Palm Oil;0
110;Japan;JPN;Palm Oil;0
108;Kazakhstan;KAZ;Palm Oil;0
114;Kenya;KEN;Palm Oil;0
113;Kyrgyzstan;KGZ;Palm Oil;0
115;Cambodia;KHM;Palm Oil;0
83;Kiribati;KIR;Palm Oil;0
188;Saint Kitts and Nevis;KNA;Palm Oil;0
117;Republic of Korea;KOR;Palm Oil;0
118;Kuwait;KWT;Palm Oil;0
120;Lao People's Democratic Republic;LAO;Palm Oil;0
121;Lebanon;LBN;Palm Oil;0
123;Liberia;LBR;Palm Oil;99.7410601908804
124;Libya;LBY;Palm Oil;0
189;Saint Lucia;LCA;Palm Oil;0
38;Sri Lanka;LKA;Palm Oil;0
122;Lesotho;LSO;Palm Oil;0
126;Lithuania;LTU;Palm Oil;0
256;Luxembourg;LUX;Palm Oil;0
119;Latvia;LVA;Palm Oil;0
128;China, Macao SAR;MAC;Palm Oil;0
143;Morocco;MAR;Palm Oil;0
146;Republic of Moldova;MDA;Palm Oil;0
129;Madagascar;MDG;Palm Oil;0
132;Maldives;MDV;Palm Oil;0
138;Mexico;MEX;Palm Oil;103.493860268121
154;The former Yugoslav Republic of Macedonia;MKD;Palm Oil;0
133;Mali;MLI;Palm Oil;0
134;Malta;MLT;Palm Oil;0
28;Myanmar;MMR;Palm Oil;0
273;Montenegro;MNE;Palm Oil;0
141;Mongolia;MNG;Palm Oil;0
144;Mozambique;MOZ;Palm Oil;0
136;Mauritania;MRT;Palm Oil;0
137;Mauritius;MUS;Palm Oil;0
130;Malawi;MWI;Palm Oil;0
131;Malaysia;MYS;Palm Oil;299661.78618572
147;Namibia;NAM;Palm Oil;0
153;New Caledonia;NCL;Palm Oil;0
158;Niger;NER;Palm Oil;0
159;Nigeria;NGA;Palm Oil;1887.21039008549
157;Nicaragua;NIC;Palm Oil;189.617941756852
150;Netherlands;NLD;Palm Oil;0
162;Norway;NOR;Palm Oil;0
149;Nepal;NPL;Palm Oil;0
156;New Zealand;NZL;Palm Oil;0
221;Oman;OMN;Palm Oil;0
165;Pakistan;PAK;Palm Oil;0
166;Panama;PAN;Palm Oil;2980.69490111328
170;Peru;PER;Palm Oil;788.954068680927
171;Philippines;PHL;Palm Oil;5637.68313884302
168;Papua New Guinea;PNG;Palm Oil;115224.856240028
173;Poland;POL;Palm Oil;0
177;Puerto Rico;PRI;Palm Oil;0
116;Democratic People's Republic of Korea;PRK;Palm Oil;0
174;Portugal;PRT;Palm Oil;0
169;Paraguay;PRY;Palm Oil;0
70;French Polynesia;PYF;Palm Oil;0
179;Qatar;QAT;Palm Oil;0
183;Romania;ROU;Palm Oil;0
999;RoW;ROW;Palm Oil;19.025453780794
185;Russian Federation;RUS;Palm Oil;0
184;Rwanda;RWA;Palm Oil;0
194;Saudi Arabia;SAU;Palm Oil;0
186;Serbia and Montenegro;SCG;Palm Oil;0
276;Sudan;SDN;Palm Oil;0
195;Senegal;SEN;Palm Oil;10.2347482733953
200;Singapore;SGP;Palm Oil;0
25;Solomon Islands;SLB;Palm Oil;9352.05616319409
197;Sierra Leone;SLE;Palm Oil;9.36044818775788
60;El Salvador;SLV;Palm Oil;0
201;Somalia;SOM;Palm Oil;0
272;Serbia;SRB;Palm Oil;0
277;South Sudan;SSD;Palm Oil;0
193;Sao Tome and Principe;STP;Palm Oil;0
228;USSR;SUN;Palm Oil;0
207;Suriname;SUR;Palm Oil;0
199;Slovakia;SVK;Palm Oil;0
198;Slovenia;SVN;Palm Oil;0
210;Sweden;SWE;Palm Oil;0
209;Swaziland;SWZ;Palm Oil;0
212;Syrian Arab Republic;SYR;Palm Oil;0
39;Chad;TCD;Palm Oil;0
217;Togo;TGO;Palm Oil;334.752187168146
216;Thailand;THA;Palm Oil;45884.0363021273
208;Tajikistan;TJK;Palm Oil;0
213;Turkmenistan;TKM;Palm Oil;0
176;Timor-Leste;TLS;Palm Oil;0
220;Trinidad and Tobago;TTO;Palm Oil;0
222;Tunisia;TUN;Palm Oil;0
223;Turkey;TUR;Palm Oil;0
214;China, Taiwan Province of;TWN;Palm Oil;0
215;United Republic of Tanzania;TZA;Palm Oil;0
226;Uganda;UGA;Palm Oil;0
230;Ukraine;UKR;Palm Oil;0
234;Uruguay;URY;Palm Oil;0
231;United States of America;USA;Palm Oil;0
235;Uzbekistan;UZB;Palm Oil;0
191;Saint Vincent and the Grenadines;VCT;Palm Oil;0
236;Venezuela (Bolivarian Republic of);VEN;Palm Oil;0
237;Viet Nam;VNM;Palm Oil;0
155;Vanuatu;VUT;Palm Oil;0
244;Samoa;WSM;Palm Oil;0
249;Yemen;YEM;Palm Oil;0
248;Yugoslav SFR;YUG;Palm Oil;0
202;South Africa;ZAF;Palm Oil;0
251;Zambia;ZMB;Palm Oil;0
181;Zimbabwe;ZWE;Palm Oil;0
2;Afghanistan;AFG;Coconut Oil;0
7;Angola;AGO;Coconut Oil;0
3;Albania;ALB;Coconut Oil;0
151;Netherlands Antilles;ANT;Coconut Oil;0
225;United Arab Emirates;ARE;Coconut Oil;0
9;Argentina;ARG;Coconut Oil;0
1;Armenia;ARM;Coconut Oil;0
8;Antigua and Barbuda;ATG;Coconut Oil;0
10;Australia;AUS;Coconut Oil;0
11;Austria;AUT;Coconut Oil;0
52;Azerbaijan;AZE;Coconut Oil;0
29;Burundi;BDI;Coconut Oil;0
255;Belgium;BEL;Coconut Oil;0
53;Benin;BEN;Coconut Oil;0
233;Burkina Faso;BFA;Coconut Oil;0
16;Bangladesh;BGD;Coconut Oil;23.9193123562955
27;Bulgaria;BGR;Coconut Oil;0
13;Bahrain;BHR;Coconut Oil;0
12;Bahamas;BHS;Coconut Oil;0
80;Bosnia and Herzegovina;BIH;Coconut Oil;0
57;Belarus;BLR;Coconut Oil;0
15;Belgium-Luxembourg;BLX;Coconut Oil;0
23;Belize;BLZ;Coconut Oil;0
19;Bolivia (Plurinational State of);BOL;Coconut Oil;0
21;Brazil;BRA;Coconut Oil;1.23565598639504
14;Barbados;BRB;Coconut Oil;0
26;Brunei Darussalam;BRN;Coconut Oil;0
20;Botswana;BWA;Coconut Oil;0
37;Central African Republic;CAF;Coconut Oil;0
33;Canada;CAN;Coconut Oil;0
211;Switzerland;CHE;Coconut Oil;0
40;Chile;CHL;Coconut Oil;0
41;China, mainland;CHN;Coconut Oil;9.27565588011181e-06
107;Côte d'Ivoire;CIV;Coconut Oil;145.198197193374
32;Cameroon;CMR;Coconut Oil;1.81128557026852e-08
250;Democratic Republic of the Congo;COD;Coconut Oil;0
46;Congo;COG;Coconut Oil;0
44;Colombia;COL;Coconut Oil;5.90679909460946e-07
35;Cabo Verde;CPV;Coconut Oil;0
48;Costa Rica;CRI;Coconut Oil;0.922742429955823
51;Czechoslovakia;CSK;Coconut Oil;0
49;Cuba;CUB;Coconut Oil;0
50;Cyprus;CYP;Coconut Oil;0
167;Czech Republic;CZE;Coconut Oil;0
79;Germany;DEU;Coconut Oil;0
72;Djibouti;DJI;Coconut Oil;0
55;Dominica;DMA;Coconut Oil;1.63073496403861e-06
54;Denmark;DNK;Coconut Oil;0
56;Dominican Republic;DOM;Coconut Oil;124.491119701707
4;Algeria;DZA;Coconut Oil;0
58;Ecuador;ECU;Coconut Oil;3.82140259740109
59;Egypt;EGY;Coconut Oil;0
178;Eritrea;ERI;Coconut Oil;0
203;Spain;ESP;Coconut Oil;0
63;Estonia;EST;Coconut Oil;0
238;Ethiopia;ETH;Coconut Oil;0
67;Finland;FIN;Coconut Oil;0
66;Fiji;FJI;Coconut Oil;0.375902581448198
68;France;FRA;Coconut Oil;0.158899109678031
74;Gabon;GAB;Coconut Oil;0
229;United Kingdom;GBR;Coconut Oil;0
73;Georgia;GEO;Coconut Oil;0
81;Ghana;GHA;Coconut Oil;32.9832816172281
90;Guinea;GIN;Coconut Oil;0
75;Gambia;GMB;Coconut Oil;0
175;Guinea-Bissau;GNB;Coconut Oil;0
84;Greece;GRC;Coconut Oil;0
86;Grenada;GRD;Coconut Oil;0
89;Guatemala;GTM;Coconut Oil;2.68009244564961e-06
91;Guyana;GUY;Coconut Oil;77.146342373978
96;China, Hong Kong SAR;HKG;Coconut Oil;0
95;Honduras;HND;Coconut Oil;0
98;Croatia;HRV;Coconut Oil;0
93;Haiti;HTI;Coconut Oil;0
97;Hungary;HUN;Coconut Oil;0
101;Indonesia;IDN;Coconut Oil;164362.446224343
100;India;IND;Coconut Oil;315.314963989261
104;Ireland;IRL;Coconut Oil;0
102;Iran (Islamic Republic of);IRN;Coconut Oil;0
103;Iraq;IRQ;Coconut Oil;0
99;Iceland;ISL;Coconut Oil;0
105;Israel;ISR;Coconut Oil;0
106;Italy;ITA;Coconut Oil;0
109;Jamaica;JAM;Coconut Oil;0.000278483777284158
112;Jordan;JOR;Coconut Oil;0
110;Japan;JPN;Coconut Oil;0
108;Kazakhstan;KAZ;Coconut Oil;0
114;Kenya;KEN;Coconut Oil;15.0151297371338
113;Kyrgyzstan;KGZ;Coconut Oil;0
115;Cambodia;KHM;Coconut Oil;0
83;Kiribati;KIR;Coconut Oil;70.5440323741713
188;Saint Kitts and Nevis;KNA;Coconut Oil;0
117;Republic of Korea;KOR;Coconut Oil;0
118;Kuwait;KWT;Coconut Oil;0
120;Lao People's Democratic Republic;LAO;Coconut Oil;0
121;Lebanon;LBN;Coconut Oil;0
123;Liberia;LBR;Coconut Oil;0
124;Libya;LBY;Coconut Oil;0
189;Saint Lucia;LCA;Coconut Oil;0.00127815746497691
38;Sri Lanka;LKA;Coconut Oil;296.569460803276
122;Lesotho;LSO;Coconut Oil;0
126;Lithuania;LTU;Coconut Oil;0
256;Luxembourg;LUX;Coconut Oil;0
119;Latvia;LVA;Coconut Oil;0
128;China, Macao SAR;MAC;Coconut Oil;0
143;Morocco;MAR;Coconut Oil;0
146;Republic of Moldova;MDA;Coconut Oil;0
129;Madagascar;MDG;Coconut Oil;0.00103051523848721
132;Maldives;MDV;Coconut Oil;0
138;Mexico;MEX;Coconut Oil;174.342147276123
154;The former Yugoslav Republic of Macedonia;MKD;Coconut Oil;0
133;Mali;MLI;Coconut Oil;0
134;Malta;MLT;Coconut Oil;0
28;Myanmar;MMR;Coconut Oil;0
273;Montenegro;MNE;Coconut Oil;0
141;Mongolia;MNG;Coconut Oil;0
144;Mozambique;MOZ;Coconut Oil;0.0012144072962094
136;Mauritania;MRT;Coconut Oil;0
137;Mauritius;MUS;Coconut Oil;5.94677131399791e-09
130;Malawi;MWI;Coconut Oil;0
131;Malaysia;MYS;Coconut Oil;8311.55268707597
147;Namibia;NAM;Coconut Oil;0
153;New Caledonia;NCL;Coconut Oil;0
158;Niger;NER;Coconut Oil;0
159;Nigeria;NGA;Coconut Oil;2.77739467468391e-09
157;Nicaragua;NIC;Coconut Oil;0.00536595025865268
150;Netherlands;NLD;Coconut Oil;0
162;Norway;NOR;Coconut Oil;0
149;Nepal;NPL;Coconut Oil;2.61040534167039e-08
156;New Zealand;NZL;Coconut Oil;0
221;Oman;OMN;Coconut Oil;0
165;Pakistan;PAK;Coconut Oil;39.4313765505169
166;Panama;PAN;Coconut Oil;0.386639272566431
170;Peru;PER;Coconut Oil;0.0898906851343684
171;Philippines;PHL;Coconut Oil;354412.443693363
168;Papua New Guinea;PNG;Coconut Oil;2598.05124204264
173;Poland;POL;Coconut Oil;0
177;Puerto Rico;PRI;Coconut Oil;0
116;Democratic People's Republic of Korea;PRK;Coconut Oil;0
174;Portugal;PRT;Coconut Oil;0
169;Paraguay;PRY;Coconut Oil;0
70;French Polynesia;PYF;Coconut Oil;12008.2197205158
179;Qatar;QAT;Coconut Oil;0
183;Romania;ROU;Coconut Oil;0
999;RoW;ROW;Coconut Oil;0.0274294261770234
185;Russian Federation;RUS;Coconut Oil;0
184;Rwanda;RWA;Coconut Oil;0
194;Saudi Arabia;SAU;Coconut Oil;0
186;Serbia and Montenegro;SCG;Coconut Oil;0
276;Sudan;SDN;Coconut Oil;0
195;Senegal;SEN;Coconut Oil;0.00257001961235418
200;Singapore;SGP;Coconut Oil;0.0165773633393813
25;Solomon Islands;SLB;Coconut Oil;126.119718688636
197;Sierra Leone;SLE;Coconut Oil;0
60;El Salvador;SLV;Coconut Oil;0.0102897335018289
201;Somalia;SOM;Coconut Oil;1.7297672140437e-08
272;Serbia;SRB;Coconut Oil;0
277;South Sudan;SSD;Coconut Oil;0
193;Sao Tome and Principe;STP;Coconut Oil;0.123375490107971
228;USSR;SUN;Coconut Oil;0
207;Suriname;SUR;Coconut Oil;1.33684522188158
199;Slovakia;SVK;Coconut Oil;0
198;Slovenia;SVN;Coconut Oil;0
210;Sweden;SWE;Coconut Oil;0
209;Swaziland;SWZ;Coconut Oil;0
212;Syrian Arab Republic;SYR;Coconut Oil;0
39;Chad;TCD;Coconut Oil;0
217;Togo;TGO;Coconut Oil;2.7899860578705e-08
216;Thailand;THA;Coconut Oil;118.159937323752
208;Tajikistan;TJK;Coconut Oil;0
213;Turkmenistan;TKM;Coconut Oil;0
176;Timor-Leste;TLS;Coconut Oil;32.6136613856116
220;Trinidad and Tobago;TTO;Coconut Oil;49.176604646158
222;Tunisia;TUN;Coconut Oil;0
223;Turkey;TUR;Coconut Oil;0
214;China, Taiwan Province of;TWN;Coconut Oil;0.000141820398814726
215;United Republic of Tanzania;TZA;Coconut Oil;6.96560201604e-05
226;Uganda;UGA;Coconut Oil;0
230;Ukraine;UKR;Coconut Oil;0
234;Uruguay;URY;Coconut Oil;0
231;United States of America;USA;Coconut Oil;0
235;Uzbekistan;UZB;Coconut Oil;0
191;Saint Vincent and the Grenadines;VCT;Coconut Oil;3.0575368324247e-07
236;Venezuela (Bolivarian Republic of);VEN;Coconut Oil;0.0135279299242046
237;Viet Nam;VNM;Coconut Oil;4.98608080218261
155;Vanuatu;VUT;Coconut Oil;1610.08800227905
244;Samoa;WSM;Coconut Oil;845.786577133155
249;Yemen;YEM;Coconut Oil;0
248;Yugoslav SFR;YUG;Coconut Oil;0
202;South Africa;ZAF;Coconut Oil;0
251;Zambia;ZMB;Coconut Oil;0
181;Zimbabwe;ZWE;Coconut Oil;0
2;Afghanistan;AFG;Sesameseed Oil;533.408655816633
7;Angola;AGO;Sesameseed Oil;2.86770971206069e-16
3;Albania;ALB;Sesameseed Oil;6.94473223364278e-13
151;Netherlands Antilles;ANT;Sesameseed Oil;0
225;United Arab Emirates;ARE;Sesameseed Oil;1.00235374556229e-12
9;Argentina;ARG;Sesameseed Oil;1.36759038890044e-09
1;Armenia;ARM;Sesameseed Oil;-3.01152307803075e-15
8;Antigua and Barbuda;ATG;Sesameseed Oil;-3.01671538164989e-13
10;Australia;AUS;Sesameseed Oil;3.61981441407162e-11
11;Austria;AUT;Sesameseed Oil;5.07149045399051e-13
52;Azerbaijan;AZE;Sesameseed Oil;5.9434841779512e-09
29;Burundi;BDI;Sesameseed Oil;8.97226395213101e-18
255;Belgium;BEL;Sesameseed Oil;7.86933403947661e-11
53;Benin;BEN;Sesameseed Oil;0.0377355097264753
233;Burkina Faso;BFA;Sesameseed Oil;22707.6630290747
16;Bangladesh;BGD;Sesameseed Oil;445.715380773421
27;Bulgaria;BGR;Sesameseed Oil;-6.1731180217301e-13
13;Bahrain;BHR;Sesameseed Oil;6.22826627384904e-13
12;Bahamas;BHS;Sesameseed Oil;-5.0463568619925e-27
80;Bosnia and Herzegovina;BIH;Sesameseed Oil;5.26277174012897e-12
57;Belarus;BLR;Sesameseed Oil;1.45889672829634e-12
15;Belgium-Luxembourg;BLX;Sesameseed Oil;0
23;Belize;BLZ;Sesameseed Oil;1.7519673034238e-13
19;Bolivia (Plurinational State of);BOL;Sesameseed Oil;1909.16038424755
21;Brazil;BRA;Sesameseed Oil;0.000764711836356949
14;Barbados;BRB;Sesameseed Oil;8.15137772450783e-16
26;Brunei Darussalam;BRN;Sesameseed Oil;-6.82353046523373e-13
20;Botswana;BWA;Sesameseed Oil;1.59156066986889e-13
37;Central African Republic;CAF;Sesameseed Oil;0
33;Canada;CAN;Sesameseed Oil;1.12338557094975e-11
211;Switzerland;CHE;Sesameseed Oil;2.14830046258149e-13
40;Chile;CHL;Sesameseed Oil;4.6401147616943e-14
41;China, mainland;CHN;Sesameseed Oil;1118.52590301963
107;Côte d'Ivoire;CIV;Sesameseed Oil;3.37373603243704
32;Cameroon;CMR;Sesameseed Oil;1.43901628584944e-15
250;Democratic Republic of the Congo;COD;Sesameseed Oil;0.0443266569942444
46;Congo;COG;Sesameseed Oil;3.07856845885097e-21
44;Colombia;COL;Sesameseed Oil;20.50794457565
35;Cabo Verde;CPV;Sesameseed Oil;3.52427559129524e-25
48;Costa Rica;CRI;Sesameseed Oil;-0.000121859122427833
51;Czechoslovakia;CSK;Sesameseed Oil;0
49;Cuba;CUB;Sesameseed Oil;-4.74366605637359e-12
50;Cyprus;CYP;Sesameseed Oil;0.017281253686353
167;Czech Republic;CZE;Sesameseed Oil;9.77104166079471e-13
79;Germany;DEU;Sesameseed Oil;3.93445152191994e-12
72;Djibouti;DJI;Sesameseed Oil;2.85129147430806e-18
55;Dominica;DMA;Sesameseed Oil;3.40869695673875e-18
54;Denmark;DNK;Sesameseed Oil;-2.6365481570399e-13
56;Dominican Republic;DOM;Sesameseed Oil;-4.05620160825723e-12
4;Algeria;DZA;Sesameseed Oil;-8.39999825135994e-16
58;Ecuador;ECU;Sesameseed Oil;1.92159633254302
59;Egypt;EGY;Sesameseed Oil;1579.08771594171
178;Eritrea;ERI;Sesameseed Oil;3.55189657308761e-06
203;Spain;ESP;Sesameseed Oil;2.12767962563879e-12
63;Estonia;EST;Sesameseed Oil;-6.30067693485954e-15
238;Ethiopia;ETH;Sesameseed Oil;2344.93907991554
67;Finland;FIN;Sesameseed Oil;1.37064785827795e-12
66;Fiji;FJI;Sesameseed Oil;6.91081535339632e-14
68;France;FRA;Sesameseed Oil;-4.41955984184104e-12
74;Gabon;GAB;Sesameseed Oil;1.30188091257474e-12
229;United Kingdom;GBR;Sesameseed Oil;9.46060751561884e-13
73;Georgia;GEO;Sesameseed Oil;-1.09334986561992e-11
81;Ghana;GHA;Sesameseed Oil;1.25052070842175e-12
90;Guinea;GIN;Sesameseed Oil;0.129586323333853
75;Gambia;GMB;Sesameseed Oil;4.74950628758956e-16
175;Guinea-Bissau;GNB;Sesameseed Oil;9.71338086201884e-20
84;Greece;GRC;Sesameseed Oil;14.956228080457
86;Grenada;GRD;Sesameseed Oil;-2.98235778192394e-12
89;Guatemala;GTM;Sesameseed Oil;1745.3917654335
91;Guyana;GUY;Sesameseed Oil;-1.37033113099712e-13
96;China, Hong Kong SAR;HKG;Sesameseed Oil;7.70976033370929e-17
95;Honduras;HND;Sesameseed Oil;29.1857315727193
98;Croatia;HRV;Sesameseed Oil;9.84006475252938e-11
93;Haiti;HTI;Sesameseed Oil;-2.26528793366601e-17
97;Hungary;HUN;Sesameseed Oil;2.22316375842441e-12
101;Indonesia;IDN;Sesameseed Oil;3.749161552884e-12
100;India;IND;Sesameseed Oil;123024.600381171
104;Ireland;IRL;Sesameseed Oil;3.68006211695981e-13
102;Iran (Islamic Republic of);IRN;Sesameseed Oil;0.00261639904205046
103;Iraq;IRQ;Sesameseed Oil;4.06203066207608e-15
